enumeration,value
C(CCCC(=O)N*)C(NCC*)=O,5.8254
N(*)C(=O)CCCCCCCCC(NCC*)=O,5.9828
C(CCCCCCCCCC(NCC*)=O)C(N*)=O,5.5657
C(CCCCC(=O)NCCCC*)C(N*)=O,5.7771
N(*)C(=O)CCCCCCC(=O)NCCCC*,6.0697
C(C(N*)=O)CCCCCCC(=O)NCCCC*,5.9048
C(CCCCCCCCC(=O)NCCCC*)C(N*)=O,5.9628
C(CCCCCCCCCC(=O)NCCCC*)C(N*)=O,5.9492
N(C(CC(=O)N*)=O)CCCCC*,5.7523
N(*)C(=O)CCCCCC(NCCCCC*)=O,5.9272
C(C(N*)=O)CCCCCC(NCCCCC*)=O,5.9286
C(CCCCCCCC(NCCCCC*)=O)C(N*)=O,5.6828
C(CCCCCC(N*)=O)CCCCCCC(NCCCCC*)=O,5.8927
C(CCC(=O)NCCCCCC*)C(N*)=O,5.7154
*NC(CCCCCCCCCCCCCCCCC(NCCCCCC*)=O)=O,5.8888
C(CCCCCCC(=O)NCCCCCCC*)C(N*)=O,5.8296
C(CCCCCC(=O)NCCCCCCC*)CCCC(N*)=O,5.7365
C(CCCCCC*)CNC(CCCCCCCCCCCCC(N*)=O)=O,5.9612
C(NCCCCCCCC*)(CCCCCCCCCCCCCCCCCCC(N*)=O)=O,5.8607
C(CCCCC(NCCCCCCCCC*)=O)C(N*)=O,5.9578
C(CCCCCC(N*)=O)CCC(NCCCCCCCCC*)=O,5.6744
C(CCCCCC*)CCNC(=O)CCCCCCCCCC(N*)=O,5.9794
C(CCCCCC*)CCNC(=O)CCCCCCCCCCCC(N*)=O,5.7342
C(CCC(NCCCCCCCCCC*)=O)CCCC(N*)=O,5.9989
*NC(CCCCCCCCCCCCC(NCCCCCCCCCC*)=O)=O,5.8204
C(CCCCCCCCC*)NC(CCCCCCCCCCCCCCCCC(N*)=O)=O,5.9174
C(CCCCCCC(=O)N*)CCCCCCCCCCCCCC(NCCCCCCCCCC*)=O,5.7824
C(CCCC(NCCCCCCCCCCC*)=O)C(N*)=O,6.1376
C(CCCCCC*)CCCCNC(CCCCCCCCC(N*)=O)=O,5.9682
C(CCCC(N*)=O)C(=O)NCCCCCCCCCCCC*,5.5516
C(CCCCCC*)CCCCCNC(CCCCCCCCC(N*)=O)=O,5.9688
*NC(CCCCCCCCCCC(=O)NCCCCCCCCCCCC*)=O,5.9644
C(CCCCCCCCCCCCCCCCC(=O)NCCCCCCCCCCCC*)CCCC(=O)N*,5.9270000000000005
*NC(CCCCCCCCC(NCCCCCCCCCCCCCC*)=O)=O,5.9115
*NC(CCCCCCCCCCC(NCCCCCCCCCCCCCC*)=O)=O,5.9384
C(CCCCCC(NCCCCCCCCCCCCCCCCCC*)=O)CCCCC(=O)N*,5.6172
CC(C(C(*)=O)C)N*,6.1482
c1(C(=O)*)cc(N*)ccc1,4.1556
C(*)(c1ccc(N*)cc1)=O,3.7503
C(CC=CCCC(=O)NCCC*)C(N*)=O,5.7523
N(*)C(=O)CCC=CCCC(=O)NCC=CC*,5.3865
C(CC=CCCC(NCCCCCCCC*)=O)C(N*)=O,5.2366
CC(C(N*)=O)=C(C(NCCCCCCCCCC*)=O)C,4.9889
*Cc1ccc(C(=O)N*)cc1,5.0419
*NC1C(C)(C)C(CCC(=O)*)C1,5.7546
C(CC=CCCC(NCCCCCCCCC*)=O)C(N*)=O,5.6551
N(*)C(C1(C)C(C(=O)NCCCCCC*)C1)=O,6.1739
c1(C(NCCCCCCCCCCC*)=O)ccc(C(=O)N*)cc1,4.9311
O=C(CCCC(=O)NCC1CCC(C*)CC1)N*,6.0036
O=C(CCCCCC(NCC1CCC(C*)CC1)=O)N*,5.787000000000001
O=C(CCCCCCC(NCC1CCC(C*)CC1)=O)N*,5.8707
O=C(CCCCCCCC(NCC1CCC(C*)CC1)=O)N*,5.7062
C(CCCCCCC(=O)NCC1CCC(C*)CC1)CC(=O)N*,5.7331
N(CC1CCC(C*)CC1)C(CCCCCCCCCCC(=O)N*)=O,5.9594
C1CC(CCC2CCC(NC(CCCCCCCCCCC(=O)*)=O)CC2)CCC1N*,5.7235
c1cc(N*)ccc1NC(CCCCC(*)=O)=O,4.5219
C(CCCCCC(=O)Nc1cc(N*)ccc1)C(=O)*,4.8656
C(CCCCCCC(Nc1ccc(N*)cc1)=O)(*)=O,4.498
C(CCCCCCCCC(Nc1ccc(N*)cc1)=O)(*)=O,4.5375
N(C(=O)c1cc(C(NCc2ccc(C*)cc2)=O)ccc1)*,4.6753
C(=O)(CC*)N(C)*,5.367999999999999
C(CCCCC(=O)N(C)*)CCCCC*,5.7405
C(CCCCCCCCCCC*)(N(C)*)=O,5.8019
C(CN(C(CC*)=O)C(C)C)N(C(C)C)C(=O)CCN1CCN(*)CC1,4.3463
C1CN(C(CCN(C)CCN(C)CCC(*)=O)=O)CCN1*,4.9845
*C(C1CC(OC(=O)C)CN1*)=O,4.1614
C1(C(*)=O)N(*)CCC1,5.5773
C(N)CCCC(N*)C(=O)*,5.1712
C1C(C(N2C(C(=O)NCC(*)=O)CCC2)=O)N(*)CC1,5.247999999999999
*C(=O)C(CSC(=O)OCc1ccccc1)N*,5.0387
*NC(C(=O)*)CC(OCCC)=O,5.0074
*C(=O)C(CC(OCc1ccc(Cl)cc1)=O)N*,5.1636
N1(*)C(C(NCC(=O)NC(C)C(*)=O)=O)CCC1,5.7716
N(C(CNC(=O)CNC(=O)C(C)N*)=O)CC(*)=O,5.9084
N(CC(=O)*)C(=O)C(C)N*,5.7945
N(C(=O)C(NC(=O)C(C)N*)CCC(OCC)=O)CC(=O)*,5.3361
N(C(C(NCC(=O)*)=O)C)C(=O)C(C)N*,5.7884
CC(C(=O)*)N*,6.0729
O=C(c1ccc(*)nc1)NCCCCCCCCCCNC(*)=O,4.5311
c1cc(C(=O)NCCCCCCNC(*)=O)cnc1*,4.574
c1cc(C(=O)NCCCCCCNC(*)=O)nc(*)c1,4.7860000000000005
c1cc(C(=O)NCCCCCCNC(*)=O)c(*)cn1,4.5298
n1cc(C(=O)NCCCCCCNC(*)=O)cc(*)c1,4.9388
c1(C)c(*)cc(C(NCCCCCCNC(*)=O)=O)c(C)n1,5.2417
c1cc(C(NCCCCCCCCNC(*)=O)=O)cnc1*,4.7836
n1cc(C(NCCCCCCCCNC(*)=O)=O)cc(*)c1,4.7551
c1c(CNC(CCCCCCCCCC*)=O)ccc(CNC(CCCCO*)=O)c1,5.2644
O=C(CCCCC*)NCc1ccc(CNC(=O)CCCCO*)cc1,5.142
N(CCCCCCNC(CCCCCC*)=O)C(=O)CCCO*,5.9827
C(CCCCCC*)CCCC(=O)NCCCCCCNC(CCCCO*)=O,5.9843
C(CCCCCC*)CCCC(=O)NCCCCCCNC(CCCO*)=O,6.0291
C(C(=O)NCCCCCCNC(=O)CCCC*)CCO*,5.9543
C(CCCCCC*)CC(=O)NCCCCCCNC(CCCO*)=O,5.9837
C(NC(=O)C(=O)N*)CCCCC*,5.1495
C(CCCCCCC(=O)*)CC(NN*)=O,6.0464
*NNC(CCCCC(=O)*)=O,5.6711
c1cc(C(*)=O)ccc1C(N1CCN(*)CC1)=O,4.6128
C1(C)N(*)CCN(C(CCN2CCN(CCC(*)=O)CC2)=O)C1,4.9509
C1CN(C(=O)CCC=CCCC(*)=O)CCN1*,5.4878
C1N(C(=O)c2cc(C(*)=O)ccc2)CCN(*)C1,4.7816
C(=O)(C1C(C(*)=O)C1)N1CCN(*)CC1,5.7206
O=C(NCCNC(=O)CO*)COCC*,5.9751
C(NC(=O)CCCCCCCCC(*)=O)(C)(Cc1ccc(N*)cc1)C,4.455
C(C(=O)NC(C(C)C)C(NC(C(C)C)C(*)=O)=O)(NC(=O)C(C)N*)C,5.7985
*NC(C)C(NCCCC(=O)*)=O,5.7766
CC(C(N*)=O)C*,6.0647
C(c1ccccc1)SSCC(N*)C(=O)*,4.9511
C(C(N*)=O)NC(CC*)=O,6.1234
C1(C(=O)NC(c2ccccc2)C(*)=O)N(C(C2CCCN2*)=O)CCC1,5.0377
c1(C(Cc2ccccc2)C(C(=O)*)N*)nc[nH]c1,4.763999999999999
O=C(C(C(C)CC)N*)*,5.462000000000001
CC(C)CC(C(=O)*)N*,6.106
CC(=O)OCC(N*)C(=O)*,5.9781
c1ccc(COC(=O)Oc2ccc(CC(C(=O)*)N*)cc2)cc1,4.9567
C1C(C(=O)*)C(N*)CC1,5.8804
*CC(C)(CCCC)C(=O)N*,6.0622
CCC(C(=O)N*)(C)C*,5.7057
CCCC(C(N*)=O)(C)C*,5.8261
C1CC(*)OC(NC(*)=O)C1,6.2047
C(C1CCCC(C*)C1)NC(=O)CCCCCCCCCCC(=O)N*,5.83
C(CCCCCCC(=O)NCC1CC(C*)CCC1)(=O)N*,5.9323
C(C(=O)N*)C(NC*)=O,6.3692
c1cccc(COC(CC(C(=O)*)N*)=O)c1,5.316
O=C(OCCCC)CCC(C(=O)*)N*,5.5734
c1c(Cl)ccc(COC(=O)CCC(C(*)=O)N*)c1,5.2897
O=C(OCCCl)CCC(C(=O)*)N*,5.9169
O=C(OCCC)CCC(C(=O)*)N*,5.8843
C(P(CCC(N*)=O)(C)=O)CC(NCCCCCCCCCC*)=O,5.8056
C(CCCCCC*)CCCCCNC(=O)CCP(C)(CCC(N*)=O)=O,5.7027
C(CC(=O)*)CCC(C)N*,5.5854
C(CCCCCC*)CCCCCCCCCCCCCCC(N*)=O,5.9891
C(CCCCCC(=O)NNC(=O)C(NN*)=O)CC(=O)*,4.4307
C(=O)(NC1CC1N*)C1CC1C(=O)*,5.9042
*NC(C(=O)NCCCCCCNC(=O)CCCCC(NCCCCCC*)=O)=O,5.2635
C(CCCCCCCCCCCCCCCCCCCC(N*)=O)C(NCCCCCC*)=O,5.992000000000001
*NC(C(CCCCCCCCCCCCCCCC)C(NCCCCCC*)=O)=O,6.0328
*NC(C(CCCCCCCCCCCCCCC)C(NCCCCCC*)=O)=O,5.9375
CCCCCC(C(N*)=O)C(=O)NCCCCCC*,5.7089
c1cc(C(NN*)=O)cc(C(NNC(=S)c2cccc(C(*)=S)c2)=O)c1,3.2068
C(CCCCCC*)CNC(C(C(N*)=O)CCCCCCCCCCCC)=O,5.9457
C(C(CCCCCCCCCCCC)C(N*)=O)(NCCCCC*)=O,5.7457
C(CCCCCCCCCCCCCCCCC(N*)=O)(NCCCCC*)=O,5.855
*NC(C(=O)NCCCCCNC(=O)CCCCCCCCC(NCCCCC*)=O)=O,5.7501
C(CCCCCCCC(Nc1ccc(N*)cc1)=O)(*)=O,4.5152
C(CCCC(Nc1ccc(N*)cc1)=O)(=O)*,3.9291
c1cc(C(NN*)=O)ccc1C(=O)NNC(c1cccc(C(*)=S)c1)=S,3.5899
O=C(NCCCC*)CCCCCCCC(=O)NCCCCNC(=O)C(N*)=O,5.3591
*NC(c1cc(C(=O)NCCCC*)ccc1)=O,5.1173
O=C(NCCCC*)CCCCCCC(NCCCCNC(=O)C(N*)=O)=O,4.7855
C(C(=O)NCCC*)CCCCCCC(=O)NCCCNC(=O)C(N*)=O,4.7768
C(C(=O)NCCC*)CCCCCCCC(=O)NCCCNC(=O)C(N*)=O,5.3556
C(CCCCCCCCCCCCCCCCCC(NCc1ccc(C*)cc1)=O)CCC(N*)=O,5.5873
c1cc(CNC(CCCCCCCCCCCCCCCC(=O)N*)=O)ccc1C*,5.287999999999999
*c1oc2ccc(NC(=O)CCCCCCCCC(Nc3cc4c(oc(CCCCCC*)n4)cc3)=O)cc2n1,4.6818
C(*)(=O)CCCCCC(Nc1ccc(N*)cc1)=O,4.5224
C(CCCCCCCCCCCCCCCC*)C(N*)=O,6.0841
C(CCCCCC*)NC(=O)C(C(N*)=O)CCCCCCCCCCCC,5.7103
*NC(C(=O)*)Cc1ccccc1,5.5152
c1c(S(c2cc(C(Nc3ccc(-c4ccc(N*)cc4)cc3)=O)cc(C(=O)*)c2)(=O)=O)cccc1,3.1781
c1(S(=O)(c2cc(C(Nc3ccc(*)cc3)=O)cc(C(Nc3ccc(O*)cc3)=O)c2)=O)ccccc1,3.3682
C(NC(=O)CCCCC(NCCCCCC*)=O)C(N*)=O,5.8188
Cc1c(C)c(C(c2ccc(NC(=O)c3ccc(C(*)=O)cc3)cc2)=O)c(C)c(C)c1N*,3.4801
c1c(NC(c2ccc(C(*)=O)cc2)=O)ccc(C(=O)c2c(C)c(C)c(C(=O)c3ccc(N*)cc3)c(C)c2C)c1,3.4851
c1cc(C(=S)*)ccc1C(NN*)=S,3.4154
N(C(O*)=O)CCCCC*,6.3761
C1N(*)CCC(OC(*)=O)C1,5.5791
*OC1CCC(NC(=O)*)CC1,6.28
O(*)C(=O)NCCCCCCNC(OCC*)=O,6.1814
N(CCCCCCCCCNC(OCC*)=O)C(O*)=O,6.3118
N(CCCCCCCCCCNC(OCC*)=O)C(O*)=O,6.2273
N(C(O*)=O)CCCCCCNC(=O)OCCC*,6.2372
N(CCCCCCNC(=O)OCCCC*)C(O*)=O,6.3532
N(C1CC1NC(=O)OCCCC*)C(O*)=O,6.3078
O=C(OCCCC*)NCC(F)(F)C(C(F)(F)C(CNC(O*)=O)(F)F)(F)F,6.932
N(CCCCCCNC(OCCCCC*)=O)C(O*)=O,6.4123
O(*)C(=O)NC1C(NC(OCCCCC*)=O)C1,6.2104
C(NCC(F)(C(F)(F)C(F)(F)C(CNC(O*)=O)(F)F)F)(OCCCCC*)=O,6.5795
N(C(O*)=O)CCCNC(=O)OCCCCCC*,6.0865
*OC(NCC(F)(C(F)(F)C(F)(F)C(CNC(OCCCCCC*)=O)(F)F)F)=O,6.7703
N(CCCCCCNC(OCCCCCC*)=O)C(O*)=O,6.343
N(CCCCCCNC(=O)OCCCCCCC*)C(O*)=O,6.2664
C(CCCNC(OCCCCCCCC*)=O)CCNC(O*)=O,6.1519
C(CCCCCC*)COC(NCCCCCCCCCCNC(O*)=O)=O,6.1384
C(CCCCNC(O*)=O)CNC(OCCCCCCCCC*)=O,6.2165
*OC(NCCCCCCCCCCNC(OCCCCCCCCCC*)=O)=O,6.2681
C(CCCCCC*)CCCCCOC(NCCCCCCNC(O*)=O)=O,6.1958
*OC(NCCCCCCCCCCNC(=O)OCCCCCCCCCCCC*)=O,6.2416
C(CCCCCCNC(=O)OCCCCCCCCCCCCCCCC*)CCCNC(=O)O*,6.3322
N(CCCCCCNC(OCC1CC1C*)=O)C(O*)=O,6.2321
O(*)C(=O)NC1C(NC(OCC2CC2C*)=O)C1,6.5515
C1N(*)CCN(C(OCC2CC2COC(*)=O)=O)C1,5.9115
N(CCCCCCNC(=O)OCC#CC*)C(O*)=O,6.3946
C(CCCNC(OCC(F)(F)C(F)(F)C*)=O)CCNC(O*)=O,6.4212
*OC(NCC(F)(C(F)(C(F)(F)C(F)(F)CNC(OCC(F)(F)C(F)(F)C*)=O)F)F)=O,7.202000000000001
FC(F)(C(F)(F)C*)C(F)(F)COC(NCCCCCCNC(O*)=O)=O,6.3766
FC(F)(C(F)(C(CNC(OCC(C(F)(F)C(F)(F)C*)(F)F)=O)(F)F)F)C(CNC(O*)=O)(F)F,6.897
*OC(NCCCCCCNC(OCC(F)(F)C(C(F)(F)C(F)(F)C*)(F)F)=O)=O,6.4368
FC(C(F)(F)CNC(=O)O*)(F)C(F)(F)C(F)(CNC(OCC(F)(F)C(C(F)(F)C(F)(F)C*)(F)F)=O)F,6.8832
*OC(=O)Nc1ccc(C)c(NC(OCC*)=O)c1,5.1142
*OC(Nc1cc(NC(=O)OCCC*)c(C)cc1)=O,5.0413
C(Nc1cc(NC(=O)OCCCC*)ccc1C)(=O)O*,4.832
C(Nc1cc(NC(OCCCCC*)=O)ccc1C)(=O)O*,5.0895
C(Nc1cc(NC(OCCCCCC*)=O)ccc1C)(=O)O*,5.2905
C(CCCCCC*)CCOC(=O)Nc1ccc(C)c(NC(=O)O*)c1,4.9708
C(CCCCCC*)CCCOC(Nc1cc(NC(=O)O*)c(C)cc1)=O,5.0994
O=C(NCc1ccc(CNC(=O)OCCCC*)cc1)O*,5.6759
C(CCCCCC*)COC(NCc1ccc(CNC(=O)O*)cc1)=O,5.5232
C(CCCCCC*)CCCOC(NCc1ccc(CNC(=O)O*)cc1)=O,5.627999999999999
c1c(CNC(=O)OCCCCCCCCCCCC*)ccc(CNC(=O)O*)c1,5.664
C(CCCCCCCCC*)CCCCCCOC(=O)NCc1ccc(CNC(=O)O*)cc1,5.353
c1cc(NC(O*)=O)ccc1Cc1ccc(NC(OCc2cc(C*)cc(C(C)(C)C)c2)=O)cc1,4.7039
N(CCNC(=O)O*)C(OCC*)=O,6.1962
N(CCC(NC(O*)=O)C)C(OCC*)=O,6.4089
N(CCNC(OCC(C)(C)C*)=O)C(O*)=O,6.4914
C(=O)(OCCCC*)NCCNC(O*)=O,6.2788
O=C(O*)NCCC(CCCNC(OCC*)=O)OC,5.8395
O=C(NCCC(CCCNC(OCC(C)(C)C*)=O)OC)O*,6.1723
N(CCCCCCNC(=O)OCC=CC*)C(O*)=O,5.7218
C1CC(O*)CCC1OC(NCCNC(*)=O)=O,6.0582
C1CC(NC(OCC*)=O)CCC1NC(O*)=O,6.3209
O(C(N1CCN(*)CC1)=O)CCOC(*)=O,5.8752
c1cc(NC(OCC*)=O)ccc1NC(O*)=O,4.8391
*OC(Nc1cc(NC(OCC*)=O)ccc1)=O,5.098
C1(C)N(C(OCCOC(*)=O)=O)CC(C)N(*)C1,5.9632
C(N(C)c1cc(N(C)C(OCC*)=O)ccc1C)(=O)O*,5.1683
C1N(*)CCN(C(OCC(C)(C)COC(*)=O)=O)C1,5.8163
N1(*)CCN(C(OCC(C)(C)COC(*)=O)=O)CC1C,5.8979
N1(*)C(C)CN(C(OCC(C)(C)COC(*)=O)=O)C(C)C1,5.8365
O=C(Nc1ccc(NC(OCC(C)(C)C*)=O)cc1)O*,4.8883
C(Nc1cc(NC(OCC(C)(C)C*)=O)ccc1C)(=O)O*,5.1704
C1CN(C(=O)OCCCCOC(*)=O)CCN1*,5.8653
C1CN(C(=O)OCCCCCCOC(*)=O)CCN1*,5.9678
c1(NC(=O)OCC*)c(C)cc(-c2cc(C)c(NC(=O)O*)cc2)cc1,4.3385
*OC(=O)Nc1cccc2c(NC(OCC*)=O)cccc21,3.9352
c1(NC(=O)OCC*)ccc(C(C)(c2ccc(NC(O*)=O)cc2)C)cc1,4.7807
Cc1c(NC(OCC(C)(C)C*)=O)ccc(Cc2ccc(NC(O*)=O)c(C)c2)c1,4.5157
*N1CCN(C(=O)Oc2ccc(OC(*)=O)cc2)CC1,5.2692
*N1CCN(C(=O)OC2CCC(OC(*)=O)CC2)CC1,5.8355
C1N(*)C(C)CN(C(=O)OC2CCC(OC(*)=O)CC2)C1C,5.8738
C1N(*)C(C)CN(C(=O)Oc2ccc(OC(*)=O)cc2)C1C,5.5219
N(CCCCNC(=O)OCCCCCC*)C(O*)=O,6.3921
C(NC1CCC(CC2CCC(NC(O*)=O)CC2)CC1)(OCC(C)(C)C*)=O,5.9159
*NC(CCCCCCCCCCCC(=O)NCCCCCCCCCCCCC*)=O,5.8961
O(CCCCCC*)C(NCCCCCCCCCCNC(O*)=O)=O,6.321000000000001
N(C(=O)C1C(C(NC(OCCCCC*)=O)=O)C1)C(O*)=O,6.0047
c1c(NC(OC*)=O)ccc(Cc2ccc(NC(OCc3c(*)coc3)=O)cc2)c1,4.6344
*CCCCCCNC(=O)N*,5.7413
C(CCCNC(=O)N*)CCCCC*,5.822
C(CCCCNC(N*)=O)CCCCC*,5.6429
N(*)C(=O)NCCNC(=O)NCCCCCC*,6.0459
N(C(N*)=O)CCCNC(=O)NCCCCCC*,5.6415
N(CCCCNC(=O)NCCCCCC*)C(N*)=O,5.3951
N(CCCCCNC(NCCCCCC*)=O)C(N*)=O,5.9068
N(CCCCCCNC(=O)NCCCCCCC*)C(N*)=O,5.6622
C(CCCNC(NCCCCCCCC*)=O)CCNC(N*)=O,5.7995
C(CCCCNC(N*)=O)CNC(NCCCCCCCCC*)=O,5.7131
C(CCCCCC*)CCCNC(NCCCCCCNC(N*)=O)=O,5.6863
C(CCCCCC*)CCCCCNC(NCCCCCCNC(N*)=O)=O,5.7649
*NC(NCCCCCCCCCCNC(=O)NCCCCCCCCCCCC*)=O,5.6621
C(CCCCCNC(=O)N*)CCCCNC(NCCCCCCCCCCCCCCCCCC*)=O,5.6443
C1CN(C(=O)NCCCCCCNC(*)=O)CCN1*,5.4634
C(CCCCCC*)CCCNC(NCCCCCCCCNC(N*)=O)=O,5.9409
O=C(*)NCCNC(NCCCCC(C(OC)=O)N*)=O,5.4494
N(CCCCCNC(=O)NCCCCC(C(OC)=O)N*)C(*)=O,5.5834
O=C(*)NCCCNC(NCCCCC(C(OC)=O)N*)=O,5.6996
O=C(*)NCCCCC(C(OC)=O)NC(=O)NCC(C)N*,5.7921
C(NC(*)=O)CCCC(C(=O)OC)N*,6.2157
*CCCC1CC(=O)N(*)C(=O)C1,5.8014
c1cc(Oc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)ccc1*,2.3733
c12cc3c(c(=O)n(-c4ccc(Oc5ccc(Oc6ccc(*)cc6)cc5)cc4)c3=O)cc1c(=O)n(*)c2=O,2.0871
c1(Oc2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2)ccc(N2C(=O)c3cc(C(=O)Oc4ccc(OC(*)=O)cc4)ccc3C2=O)cc1,2.5383
c1(Oc2ccc(N3C(=O)c4cc(*)ccc4C3=O)cc2)ccc(Oc2ccc(N3C(=O)c4cc(C(=O)Oc5ccc(OC(*)=O)cc5)ccc4C3=O)cc2)cc1,2.3605
c1cc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)ccc1*,2.5188
C(C(C)CCCC*)Cn1c(=O)c2c(cc3c(=O)n(*)c(=O)c3c2)c1=O,3.7606
C(CCCCCC*)CCn1c(=O)c2cc3c(cc2c1=O)c(=O)n(*)c3=O,3.7854
c12ccc(-n3c(=O)c4cc5c(cc4c3=O)c(=O)n(*)c5=O)cc1Cc1cc(*)ccc1-2,2.1333
c1(S(c2ccc(N3C(=O)c4cc(C(=O)Nc5ccc(NC(*)=O)cc5)ccc4C3=O)cc2)(=O)=O)ccc(N2C(=O)c3c(ccc(*)c3)C2=O)cc1,2.7403
FC(F)(c1ccc2c(c1)C(=O)N(c1ccc(Oc3ccc(N4C(=O)c5c(ccc(*)c5)C4=O)cc3)cc1)C2=O)C(F)(C(F)(C(F)(C(F)(F)C(C(F)(C(F)(*)F)F)(F)F)F)F)F,2.6011
c1c(Oc2ccc3c(c2)C(=O)N(c2cccc(C(C(F)(C(F)(c4cc(*)ccc4)F)F)(F)F)c2)C3=O)cc2c(c1)C(=O)N(*)C2=O,3.4025
S(c1ccc(N2C(=O)c3ccc(C(Nc4ccc(-c5ccc(NC(*)=O)cc5)cc4)=O)cc3C2=O)cc1)(=O)(c1ccc(N2C(=O)c3c(ccc(*)c3)C2=O)cc1)=O,2.4779
O=S(c1ccc(N2C(=O)c3c(cc(C(Nc4cccc(NC(*)=O)c4)=O)cc3)C2=O)cc1)(=O)c1ccc(N2C(=O)c3cc(*)ccc3C2=O)cc1,3.0501
c1(S(=O)(c2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2)=O)ccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Cc5ccc(NC(*)=O)cc5)cc4)cc3C2=O)cc1,2.5578
c1(S(=O)(c2ccc(N3C(=O)c4c(ccc(*)c4)C3=O)cc2)=O)ccc(N2C(=O)c3ccc(C(=O)Nc4ccc(Oc5ccc(NC(*)=O)cc5)cc4)cc3C2=O)cc1,2.7174
c1c(N2C(=O)c3cc(C(=O)Nc4ccc(S(c5ccc(NC(*)=O)cc5)(=O)=O)cc4)ccc3C2=O)ccc(S(=O)(c2ccc(N3C(=O)c4ccc(*)cc4C3=O)cc2)=O)c1,3.3421
c1cc(Cc2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)ccc1*,2.6697
c1(=O)c2c(c(=O)n1*)cc1c(c2)c(=O)n(-c2ccc(C(c3ccc(*)cc3)CCCCCCCC)cc2)c1=O,2.4696
c1cc(C(c2ccc(-n3c(=O)c4cc5c(cc4c3=O)c(=O)n(*)c5=O)cc2)=O)ccc1*,2.9955
c12cc3c(c(=O)n(*)c3=O)cc1c(=O)n(-c1ccc(-c3ccc(-c4ccc(*)cc4)cc3)cc1)c2=O,2.1515
O=c1c2cc3c(=O)n(-c4ccc(*)cc4)c(=O)c3cc2c(=O)n1*,2.8625
c1cc(-c2ccc(-n3c(=O)c4cc5c(=O)n(*)c(=O)c5cc4c3=O)cc2)ccc1*,2.1894
c1(=O)c2c(cc3c(c(=O)n(-c4ccc(*)cc4C)c3=O)c2)c(=O)n1*,2.9393
c1(-n2c(=O)c3cc4c(cc3c2=O)c(=O)n(*)c4=O)ccc(Oc2ccc(C(=O)c3cc(C(c4ccc(Oc5ccc(*)cc5)cc4)=O)ccc3)cc2)cc1,2.3756
O=c1n(*)c(=O)c2c1cc1c(=O)n(-c3ccc(Oc4cc(Oc5ccc(*)cc5)ccc4)cc3)c(=O)c1c2,2.3531
c1cc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(-n5c(=O)c6cc7c(=O)n(*)c(=O)c7cc6c5=O)cc4)cc3)cc2)ccc1*,2.1293
C1(=O)N(*)C(=O)c2cc(-c3cc4c(cc3)C(=O)N(c3ccc(Cc5ccc(*)cc5)cc3)C4=O)ccc21,2.9129
*N1C(=O)c2cc(-c3ccc4c(c3)C(=O)N(c3ccc5c(c3)Cc3c-5ccc(*)c3)C4=O)ccc2C1=O,2.6588
c1c(N2C(=O)c3cc(-c4cc5c(cc4)C(=O)N(*)C5=O)ccc3C2=O)c(C)ccc1*,3.4309
O=C1N(*)C(=O)c2c1ccc(-c1cc3c(cc1)C(=O)N(c1ccc(-c4cc(C)c(*)cc4)cc1C)C3=O)c2,2.83
c1nc(N2C(=O)c3cc(-c4cc5c(cc4)C(=O)N(*)C5=O)ccc3C2=O)ccc1*,3.2895
c12ccc(-c3ccc4c(c3)C(=O)N(*)C4=O)cc1C(=O)N(c1cc(Oc3ccc(S(c4ccc(Oc5cc(*)ccc5)cc4)(=O)=O)cc3)ccc1)C2=O,2.9006
c1cc(N2C(=O)c3cc(Oc4cc5c(cc4)C(=O)N(*)C5=O)ccc3C2=O)ccc1*,3.4906
C1(=O)N(*)C(=O)c2cc(Oc3cc4c(cc3)C(=O)N(c3ccc(-c5ccc(*)cc5)cc3)C4=O)ccc21,3.0187
c1c(*)ccc2c1C(=O)N(c1cc(C(=O)c3cc(N4C(=O)c5c(ccc(C(*)=O)c5)C4=O)ccc3)ccc1)C2=O,3.3361
c1c(*)ccc2c1C(=O)N(c1ccc(NC(=O)c3cc(N4C(=O)c5c(ccc(C(*)=O)c5)C4=O)ccc3)cc1)C2=O,2.497
C1(=O)N(c2ccc(N(C)C(=O)c3cc(N4C(=O)c5c(ccc(C(*)=O)c5)C4=O)ccc3)cc2)C(=O)c2c1ccc(*)c2,2.3447
O=C1c2ccc(C(*)=O)cc2C(=O)N1c1cc(Cc2ccc(C(=O)c3ccc(N4C(=O)c5ccc(*)cc5C4=O)cc3)cc2)ccc1,2.9158
c1c2c(ccc1*)C(=O)N(c1ccc(C(=O)c3cc(C(=O)c4ccc(N5C(=O)c6c(ccc(C(*)=O)c6)C5=O)cc4)ccc3)cc1)C2=O,2.9294
O=C1c2c(ccc(C(*)=O)c2)C(=O)N1c1c(C)c(N2C(=O)c3c(cc(*)cc3)C2=O)ccc1,3.3303
